simp	trad	hsk	pinyin	pinyin_tonemarks	pinyin_blocks	pinyin_tones	eng
显著	顯著	6	xian3zhu4	xiǎnzhù	xian,zhu	3,4	notable; marked; outstanding; remarkable
提拔	提拔	6	ti2ba2	tíbá	ti,ba	2,2	promote to a higher job; elevate
得力	得力	6	de2li4	délì	de,li	2,4	able; competent
削弱	削弱	6	xue1ruo4	xuēruò	xue,ruo	1,4	weaken; to cripple
元宵节	元宵節	6	Yuan2xiao1 Jie2	Yuánxiāo Jié	yuan,xiao,jie	2,1,2	the Lantern Festival
以致	以致	6	yi3zhi4	yǐzhì	yi,zhi	3,4	so that; as a result
人为	人為	6	ren2wei2	rénwéi	ren,wei	2,2	artificial; man-made
一度	一度	6	yi2du4	yídù	yi,du	2,4	for a time; at one time; one time; once
请柬	請柬	6	qing3jian3	qǐngjiǎn	qing,jian	3,3	invitation card; written invitation
裁员	裁員	6	cai2yuan2	cáiyuán	cai,yuan	2,2	cut staff; lay off employees
结晶	結晶	6	jie2jing1	jiéjīng	jie,jing	2,1	a crystal; to crystallize
烟花爆竹	煙花爆竹	6	yan1hua1bao4zhu2	yānhuābàozhú	yan,hua,bao,zhu	1,1,4,2	fireworks and crackers
波浪	波浪	6	bo1lang4	bōlàng	bo,lang	1,4	wave
数额	數額	6	shu4e2	shùé	shu,e	4,2	amount; sum of money; fixed number
悔恨	悔恨	6	hui3hen4	huǐhèn	hui,hen	3,4	remorse; repentance
尖锐	尖銳	6	jian1rui4	jiānruì	jian,rui	1,4	sharp; intense; penetrating
垂直	垂直	6	chui2zhi2	chuízhí	chui,zhi	2,2	perpendicular; vertical
告辞	告辭	6	gao4ci2	gàocí	gao,ci	4,2	take leave; bid farewell
可观	可觀	6	ke3guan1	kěguān	ke,guan	3,1	considerable; impressive
齐全	齊全	6	qi2quan2	qíquán	qi,quan	2,2	complete
陶瓷	陶瓷	6	tao2ci2	táocí	tao,ci	2,2	ceramics; pottery and porcelain
诚挚	誠摯	6	cheng2zhi4	chéngzhì	cheng,zhi	2,4	sincere; cordial; earnest
胆怯	膽怯	6	dan3qie4	dǎnqiè	dan,qie	3,4	timid; coward
未免	未免	6	wei4mian3	wèimiǎn	wei,mian	4,3	(of something that one finds has gone too far); rather a bit too
指南针	指南針	6	zhi3nan2zhen1	zhǐnánzhēn	zhi,nan,zhen	3,2,1	compass
巢穴	巢穴	6	chao2xue2	cháoxué	chao,xue	2,2	lair; nest; den; hideout
局部	局部	6	ju2bu4	júbù	ju,bu	2,4	part; local
公式	公式	6	gong1shi4	gōngshì	gong,shi	1,4	formula
雕刻	雕刻	6	diao1ke4	diāokè	diao,ke	1,4	carve; engrave; sculpt
阶层	階層	6	jie1ceng2	jiēcéng	jie,ceng	1,2	hierarchy
规章	規章	6	gui1zhang1	guīzhāng	gui,zhang	1,1	regulations; rule
腐朽	腐朽	6	fu3xiu3	fǔxiǔ	fu,xiu	3,3	rotten; decayed; decadent; degenerate
来历	來歷	6	lai2li4	láilì	lai,li	2,4	history; antecedents; origin
搓	搓	6	cuo1	cuō	cuo	1	rub or roll between the hands or fingers; to twist
悬念	懸念	6	xuan2nian4	xuánniàn	xuan,nian	2,4	reader's involvement; suspense in a movie, place etc
寺庙	寺廟	6	si4miao4	sìmiào	si,miao	4,4	temple; monastery
公认	公認	6	gong1ren4	gōngrèn	gong,ren	1,4	publicly know (to be); recognize; generally acknowledged
阻挠	阻撓	6	zu3nao2	zǔnáo	zu,nao	3,2	thwart; to obstruct (something); stand in the way
间隔	間隔	6	jian4ge2	jiàngé	jian,ge	4,2	interval; intermission; gap; be separated
补贴	補貼	6	bu3tie1	bǔtiē	bu,tie	3,1	subsidy; allowance
源泉	源泉	6	yuan2quan2	yuánquán	yuan,quan	2,2	headspring; fountainhead; water source
总而言之	總而言之	6	zong3er2yan2zhi1	zǒngéryánzhī	zong,er,yan,zhi	3,2,2,1	in short; in a word
告诫	告誡	6	gao4jie4	gàojiè	gao,jie	4,4	warn; admonish
内涵	內涵	6	nei4han2	nèihán	nei,han	4,2	connotation
交涉	交涉	6	jiao1she4	jiāoshè	jiao,she	1,4	negotiate; discuss a matter with the opposing side
课题	課題	6	ke4ti2	kètí	ke,ti	4,2	task; problem; issue; question for discussion
留恋	留戀	6	liu2lian4	liúliàn	liu,lian	2,4	be reluctant to leave
牲畜	牲畜	6	sheng1chu4	shēngchù	sheng,chu	1,4	livestock; domesticated animals
涮火锅	涮火鍋	6	shuan4huo3guo1	shuànhuǒguō	shuan,huo,guo	4,3,1	to instant-boil (mutton, beef, vegetables, etc.)
沉闷	沉悶	6	chen2men4	chénmèn	chen,men	2,4	oppressive (of weather); heavy; depressed; withdrawn
歪曲	歪曲	6	wai1qu1	wāiqū	wai,qu	1,1	to distort; to misrepresent; to twist; crooked; askew; aslant
慢性	慢性	6	man4xing4	mànxìng	man,xing	4,4	chronic (disease); slow in taking effect
保养	保養	6	bao3yang3	bǎoyǎng	bao,yang	3,3	take good care of (or conserve) one's health; keep in good repair
调解	調解	6	tiao2jie3	tiáojiě	tiao,jie	2,3	mediation; bring together to an agreement
衰退	衰退	6	shuai1tui4	shuāituì	shuai,tui	1,4	decline; fail; drop; falter
立体	立體	6	li4ti3	lìtǐ	li,ti	4,3	solid; three dimensional
物资	物資	6	wu4zi1	wùzī	wu,zi	4,1	goods and materials; commodity
沉思	沉思	6	chen2si1	chénsī	chen,si	2,1	ponder; contemplate; meditation
档次	檔次	6	dang4ci4	dàngcì	dang,ci	4,4	grade; quality; class; level
巴不得	巴不得	6	ba1bu4de2	bābùdé	ba,bu,de	1,4,2	eagerly look forward to; earnestly wish; be only too anxious to
半途而废	半途而廢	6	ban4 tu2 er2 fei4	bàn tú ér fèi	ban,tu,er,fei	4,2,2,4	give up halfway; leave sth. unfinished
酝酿	醞釀	6	yun4niang4	yùnniàng	yun,niang	4,4	mull over (an issue); hold a preliminary round of exploratory discussions
航天	航天	6	hang2tian1	hángtiān	hang,tian	2,1	space flight
舆论	輿論	6	yu2lun4	yúlùn	yu,lun	2,4	public opinion
水龙头	水龍頭	6	shui3long2tou2	shuǐlóngtóu	shui,long,tou	3,2,2	faucet; tap
株	株	6	zhu1	zhū	zhu	1	stem; root; trunk; (mw for plants)
对应	對應	6	dui4ying4	duìyìng	dui,ying	4,4	corresponding; counterpart
变质	變質	6	bian4 zhi4	biàn zhì	bian,zhi	4,4	go bad; deteriorate; metamorphism
剥削	剝削	6	bo1xue1	bōxuē	bo,xue	1,1	to exploit
争端	爭端	6	zheng1duan1	zhēngduān	zheng,duan	1,1	dispute; controversy; conflict
主流	主流	6	zhu3liu2	zhǔliú	zhu,liu	3,2	main stream (of a river); the essential point
跟前	跟前	6	gen1qian2	gēnqián	gen,qian	1,2	in front of
诬陷	誣陷	6	wu1xian4	wūxiàn	wu,xian	1,4	entrap; to frame; plant false evidence against sb.
编织	編織	6	bian1zhi1	biānzhī	bian,zhi	1,1	to weave; to knit; to plait; to braid; to crochet
桨	槳	6	jiang3	jiǎng	jiang	3	oar; paddle
无理取闹	無理取鬧	6	wu2li3qu3nao4	wúlǐqǔnào	wu,li,qu,nao	2,3,3,4	to make trouble without reason (idiom); wilfully make trouble; to be deliberately provocative; deliberately awkward; pointless provocation
愣	愣	6	leng4	lèng	leng	4	dumbfounded; stupefied; distracted; (spoken) blunt; rash
咀嚼	咀嚼	6	ju3jue2	jǔjué	ju,jue	3,2	to chew
阻拦	阻攔	6	zu3lan2	zǔlán	zu,lan	3,2	to stop; obstruct; block off
趣味	趣味	6	qu4wei4	qùwèi	qu,wei	4,4	fun; interest; delight; taste
考古	考古	6	kao3gu3	kǎogǔ	kao,gu	3,3	archaeology
敷衍	敷衍	6	fu1yan3	fūyǎn	fu,yan	1,3	to elaborate (on a theme); to expound (the classics); to do sth. half-heartedly or just for show; barely enough to get by; perfunctory; apathetic; to skimp; to botch
捆绑	捆綁	6	kun3bang3	kǔnbǎng	kun,bang	3,3	tie up; bundled
报销	報銷	6	bao4xiao1	bàoxiāo	bao,xiao	4,1	submit an expense account; apply for reimbursement; write off
截止	截止	6	jie2zhi3	jiézhǐ	jie,zhi	2,3	end; close; stop; expiration
弥漫	彌漫	6	mi2man4	mímàn	mi,man	2,4	fill the air; permeate; to suffuse
广阔	廣闊	6	guang3kuo4	guǎngkuò	guang,kuo	3,4	wide; vast
容貌	容貌	6	rong2mao4	róngmào	rong,mao	2,4	facial features; looks; appearance
容纳	容納	6	rong2na4	róngnà	rong,na	2,4	contain; accommodate; tolerate (different options)
天然气	天然氣	6	tian1ran2qi4	tiānránqì	tian,ran,qi	1,2,4	natural gas
租赁	租賃	6	zu1lin4	zūlìn	zu,lin	1,4	rent; lease
破例	破例	6	po4li4	pòlì	po,li	4,4	make an exception
生机	生機	6	sheng1ji1	shēngjī	sheng,ji	1,1	reprieve from death; life force; vitality
名副其实	名副其實	6	ming2 fu4 qi2 shi2	míng fù qí shí	ming,fu,qi,shi	2,4,2,2	not just in name only; but also in reality
传授	傳授	6	chuan2shou4	chuánshòu	chuan,shou	2,4	impart; pass on; teach
闲话	閑話	6	xian2hua4	xiánhuà	xian,hua	2,4	gossip; digression
连同	連同	6	lian2tong2	liántóng	lian,tong	2,2	together with; along with
正宗	正宗	6	zheng4zong1	zhèngzōng	zheng,zong	4,1	authentic, orthodox; old school
拘束	拘束	6	ju1shu4	jūshù	ju,shu	1,4	restrict; constrained; ill at ease; reticent
局限	局限	6	ju2xian4	júxiàn	ju,xian	2,4	to limit; confine; restrict or confine sth.
就业	就業	6	jiu4ye4	jiùyè	jiu,ye	4,4	employment; getting a job
宗旨	宗旨	6	zong1zhi3	zōngzhǐ	zong,zhi	1,3	purpose; objective; aim; goal
响应	響應	6	xiang3ying4	xiǎngyìng	xiang,ying	3,4	respond to; answer
和睦	和睦	6	he2mu4	hémù	he,mu	2,4	peaceful relations; harmonious
候选	候選	6	hou4xuan3	hòuxuǎn	hou,xuan	4,3	candidate
上游	上游	6	shang4you2	shàngyóu	shang,you	4,2	upper reaches (of a river); advanced position
窍门	竅門	6	qiao4men2	qiàomén	qiao,men	4,2	special tricks
晴朗	晴朗	6	qing2lang3	qínglǎng	qing,lang	2,3	sunny and cloudless
抱负	抱負	6	bao4fu4	bàofù	bao,fu	4,4	aspiration; ambition
开朗	開朗	6	kai1lang3	kāilǎng	kai,lang	1,3	outgoing and cheerful; optimistic; carefree; spacious and well-lit
干劲	干勁	6	gan4jin4	gànjìn	gan,jin	4,4	enthusiasm; energy; drive
口腔	口腔	6	kou3qiang1	kǒuqiāng	kou,qiang	3,1	space inside mouth (oral cavity)
凝固	凝固	6	ning2gu4	nínggù	ning,gu	2,4	curdle; freeze; solidify; congeal
停顿	停頓	6	ting2dun4	tíngdùn	ting,dun	2,4	pause; halt
专程	專程	6	zhuan1cheng2	zhuānchéng	zhuan,cheng	1,2	special-purpose trip
贪污	貪污	6	tan1wu1	tānwū	tan,wu	1,1	(political, moral) corruption; embezzle
缠绕	纏繞	6	chan2rao4	chánrào	chan,rao	2,4	bind; wind; twirl; twist; intertwine
福气	福氣	6	fu2qi4	fúqì	fu,qi	2,4	good fortune
溶解	溶解	6	rong2jie3	róngjiě	rong,jie	2,3	dissolve; solution
更正	更正	6	geng1zheng4	gēngzhèng	geng,zheng	1,4	correct; correction
日益	日益	6	ri4yi4	rìyì	ri,yi	4,4	day by day; more and more; increasingly
传记	傳記	6	zhuan4ji4	zhuànjì	zhuan,ji	4,4	biography
缓和	緩和	6	huan3he2	huǎnhé	huan,he	3,2	alleviate; to moderate; to ease (tension)
秃	禿	6	tu1	tū	tu	1	bald; blunt
盈利	盈利	6	ying2li4	yínglì	ying,li	2,4	profit; gain
对称	對稱	6	dui4chen4	duìchèn	dui,chen	4,4	symmetry
叹气	嘆氣	6	tan4 qi4	tàn qì	tan,qi	4,4	to sigh
力所能及	力所能及	6	li4suo3neng2ji2	lìsuǒnéngjí	li,suo,neng,ji	4,3,2,2	within one's power; to the best of one's ability
从容	從容	6	cong2rong2	cóngróng	cong,rong	2,2	leisurely; calm
独裁	獨裁	6	du2cai2	dúcái	du,cai	2,2	dictatorship
沉着	沉著	6	chen2zhuo2	chénzhuó	chen,zhuo	2,2	calm and collected; not nervous
暧昧	曖昧	6	ai4 mei4	ài mèi	ai,mei	4,4	ambiguous; shady
惋惜	惋惜	6	wan3xi1	wǎnxī	wan,xi	3,1	feel sorry for a person; sympathize; to regret
开采	開採	6	kai1cai3	kāicǎi	kai,cai	1,3	extract ore or some other natural resource from a mine
优越	優越	6	you1yue4	yōuyuè	you,yue	1,4	superior; superiority
鲜明	鮮明	6	xian1ming2	xiānmíng	xian,ming	1,2	bright; clear-cut; distinct
条理	條理	6	tiao2li3	tiáolǐ	tiao,li	2,3	consecutive; arrangement; orderliness
文雅	文雅	6	wen2ya3	wényǎ	wen,ya	2,3	elegant; refined
包庇	包庇	6	bao1bi4	bāobì	bao,bi	1,4	to shield; to harbor; cover up
直径	直徑	6	zhi2jing4	zhíjìng	zhi,jing	2,4	diameter
狭窄	狹窄	6	xia2zhai3	xiázhǎi	xia,zhai	2,3	narrow
滋润	滋潤	6	zi1run4	zīrùn	zi,run	1,4	quenched; moist
昔日	昔日	6	xi1ri4	xīrì	xi,ri	1,4	formerly; in olden days
成效	成效	6	cheng2xiao4	chéngxiào	cheng,xiao	2,4	effect; result
性能	性能	6	xing4neng2	xìngnéng	xing,neng	4,2	function; performance
心甘情愿	心甘情願	6	xin1gan1qing2yuan4	xīngānqíngyuàn	xin,gan,qing,yuan	1,1,2,4	totally willing; perfectly happy to
吝啬	吝嗇	6	lin4se4	lìnsè	lin,se	4,4	stingy; mean; miserly
要素	要素	6	yao4su4	yàosù	yao,su	4,4	essential factor; key constituent
无忧无虑	無憂無慮	6	wu2you1wu2lv4	wúyōuwúlǜ	wu,you,wu,lü	2,1,2,4	carefree and without worries
拼搏	拼搏	6	pin1bo2	pīnbó	pin,bo	1,2	struggle; wrestle
庄重	庄重	6	zhuang1zhong4	zhuāngzhòng	zhuang,zhong	1,4	grave; solemn; dignified
宏伟	宏偉	6	hong2wei3	hóngwěi	hong,wei	2,3	grand; imposing; magnificent; grand
孕育	孕育	6	yun4yu4	yùnyù	yun,yu	4,4	be pregnant; to produce offspring; nurture (a development, school of thought, artwork, etc.)
奔波	奔波	6	ben1bo1	bēnbō	ben,bo	1,1	rush about; be busy running about
向来	向來	6	xiang4lai2	xiànglái	xiang,lai	4,2	always; all along
勇于	勇於	6	yong3yu2	yǒngyú	yong,yu	3,2	have the courage to; be brave enough
一帆风顺	一帆風順	6	yi4fan1feng1shun4	yìfānfēngshùn	yi,fan,feng,shun	4,1,1,4	(saying) smooth sailing
陈旧	陳舊	6	chen2jiu4	chénjiù	chen,jiu	2,4	old fashioned; outmoded; obsolete
茫茫	茫茫	6	mang2mang2	mángmáng	mang,mang	2,2	boundless; vast and obscure
绣	繡	6	xiu4	xiù	xiu	4	embroider; embroidery
细致	細致	6	xi4zhi4	xìzhì	xi,zhi	4,4	delicate; meticulous
田野	田野	6	tian2ye3	tiányě	tian,ye	2,3	field; open country
摧残	摧殘	6	cui1can2	cuīcán	cui,can	1,2	to ruin; devastate; vandalize
事项	事項	6	shi4xiang4	shìxiàng	shi,xiang	4,4	matter; item
运算	運算	6	yun4suan4	yùnsuàn	yun,suan	4,4	(mathematical) operation
牢骚	牢騷	6	lao2sao1	láosāo	lao,sao	2,1	grumble; complaint
攀登	攀登	6	pan1deng1	pāndēng	pan,deng	1,1	to climb; clamber; to pull oneself up
岳母	岳母	6	yue4mu3	yuèmǔ	yue,mu	4,3	wife's mother; mother-in-law
动员	動員	6	dong4yuan2	dòngyuán	dong,yuan	4,2	mobilize
凝聚	凝聚	6	ning2ju4	níngjù	ning,ju	2,4	agglomeration; agglomerate; cohesion; coherence
节制	節制	6	jie2zhi4	jiézhì	jie,zhi	2,4	to be restrained or moderate
流通	流通	6	liu2tong1	liútōng	liu,tong	2,1	circulate; currency
次序	次序	6	ci4xu4	cìxù	ci,xu	4,4	sequence; order
批判	批判	6	pi1pan4	pīpàn	pi,pan	1,4	criticize; critique
急躁	急躁	6	ji2zao4	jízào	ji,zao	2,4	irritable; impetuous; impatient
思索	思索	6	si1suo3	sīsuǒ	si,suo	1,3	think deeply; ponder
尖端	尖端	6	jian1duan1	jiānduān	jian,duan	1,1	highest peak; the tip; sharp pointed end; most advanced and sophisticated
夕阳	夕陽	6	xi1yang2	xīyáng	xi,yang	1,2	setting sun
复兴	復興	6	fu4xing1	fùxīng	fu,xing	4,1	revive; restore
体积	體積	6	ti3ji1	tǐjī	ti,ji	3,1	volume; bulk
谦逊	謙遜	6	qian1xun4	qiānxùn	qian,xun	1,4	humble; modest; humility
缺口	缺口	6	que1kou3	quēkǒu	que,kou	1,3	gap; breach; shortfall
现成	現成	6	xian4cheng2	xiànchéng	xian,cheng	4,2	ready-made; off-the-shelf
率领	率領	6	shuai4ling3	shuàilǐng	shuai,ling	4,3	lead; command; head
无非	無非	6	wu2fei1	wúfēi	wu,fei	2,1	nothing but; only
才干	才干	6	cai2gan4	cáigàn	cai,gan	2,4	ability; competence
愚昧	愚昧	6	yu2mei4	yúmèi	yu,mei	2,4	ignorant; benighted; backwards
展望	展望	6	zhan3wang4	zhǎnwàng	zhan,wang	3,4	outlook; prospect; to look ahead; look forward to
屏障	屏障	6	ping2zhang4	píngzhàng	ping,zhang	2,4	wall; barrier; protective screen
嫂子	嫂子	6	sao3zi5	sǎozi	sao,zi	3,5	(informal) elder brother's wife; sister-in-law
发炎	發炎	6	fa1yan2	fāyán	fa,yan	1,2	become inflamed from infection or injury
乐谱	樂譜	6	yue4pu3	yuèpǔ	yue,pu	4,3	sheet music
迟疑	遲疑	6	chi2yi2	chíyí	chi,yi	2,2	hesitate
迁徙	遷徙	6	qian1xi3	qiānxǐ	qian,xi	1,3	migrate; move; change one's residence
茫然	茫然	6	mang2ran2	mángrán	mang,ran	2,2	unseeing; ignorant; have no knowledge of sth.
滔滔不绝	滔滔不絕	6	tao1tao1 bu4 jue2	tāotāo bù jué	tao,tao,bu,jue	1,1,4,2	(saying) talking non-stop; gushing; torrential
曲折	曲折	6	qu1zhe2	qūzhé	qu,zhe	1,2	winding; zigzag; complicated
惊动	驚動	6	jing1dong4	jīngdòng	jing,dong	1,4	alarm; alert; startle; disturb
压缩	壓縮	6	ya1suo1	yāsuō	ya,suo	1,1	to compress
觉醒	覺醒	6	jue2xing3	juéxǐng	jue,xing	2,3	awaken; arousal; realize
索取	索取	6	suo3qu3	suǒqǔ	suo,qu	3,3	demand; ask for; to exact
示意	示意	6	shi4yi4	shìyì	shi,yi	4,4	to signal; to hint; to gesture; to motion; to indicate (an idea to sb)
深沉	深沉	6	shen1chen2	shēnchén	shen,chen	1,2	deep; extreme; low pitched (sound); grave; reserved (of a person)
巩固	鞏固	6	gong3gu4	gǒnggù	gong,gu	3,4	consolidate; solidify
阐述	闡述	6	chan3shu4	chǎnshù	chan,shu	3,4	expound (a position); elaborate (on a topic)
适宜	適宜	6	shi4yi2	shìyí	shi,yi	4,2	suitable for; appropriate for
过问	過問	6	guo4wen4	guòwèn	guo,wen	4,4	take an interest in; get involved with
败坏	敗壞	6	bai4huai4	bàihuài	bai,huai	4,4	ruin; corrupt; undermine
请帖	請帖	6	qing3tie3	qǐngtiě	qing,tie	3,3	invitation card; written invitation
耗费	耗費	6	hao4fei4	hàofèi	hao,fei	4,4	waste; spend; consume
泛滥	泛濫	6	fan4lan4	fànlàn	fan,lan	4,4	to be in flood; to overflow (the banks); to inundate; to spread unchecked
方言	方言	6	fang1yan2	fāngyán	fang,yan	1,2	dialect
培育	培育	6	pei2yu4	péiyù	pei,yu	2,4	to train; nurture; to breed
停滞	停滯	6	ting2zhi4	tíngzhì	ting,zhi	2,4	stagnation; be at a standstill; bogged down
严禁	嚴禁	6	yan2jin4	yánjìn	yan,jin	2,4	strictly prohibit; forbid
转折	轉折	6	zhuan3zhe2	zhuǎnzhé	zhuan,zhe	3,2	turning point; shift in the trend of events; plot twist in a book
表彰	表彰	6	biao3zhang1	biǎozhāng	biao,zhang	3,1	cite (in dispatches); commend
若干	若干	6	ruo4gan1	ruògān	ruo,gan	4,1	a certain number or amount; how many; how much
牵制	牽制	6	qian1zhi4	qiānzhì	qian,zhi	1,4	control; curb; restrict; impede
焦急	焦急	6	jiao1ji2	jiāojí	jiao,ji	1,2	anxiety; worried
炎热	炎熱	6	yan2re4	yánrè	yan,re	2,4	blistering hot; sizzling hot (weather)
权衡	權衡	6	quan2heng2	quánhéng	quan,heng	2,2	trade-off; weigh pros and cons
插座	插座	6	cha1zuo4	chāzuò	cha,zuo	1,4	power socket
打量	打量	6	da3liang5	dǎliang	da,liang	3,5	take measure of; size up
应酬	應酬	6	ying4chou5	yìngchou	ying,chou	4,5	socialize with; a social engagement
奥秘	奧秘	6	ao4mi4	àomì	ao,mi	4,4	mystery; enigma; profound; deep
响亮	響亮	6	xiang3liang4	xiǎngliàng	xiang,liang	3,4	loud and clear; resounding
划分	劃分	6	hua4fen1	huàfēn	hua,fen	4,1	divide up; differentiate
附属	附屬	6	fu4shu3	fùshǔ	fu,shu	4,3	subsidiary; auxiliary; affiliate; attached
自卑	自卑	6	zi4bei1	zìbēi	zi,bei	4,1	feel inferior; be self-abased
背诵	背誦	6	bei4song4	bèisòng	bei,song	4,4	recite
盛开	盛開	6	sheng4kai1	shèngkāi	sheng,kai	4,1	to bloom; be in full flower
汹涌	洶涌	6	xiong1yong3	xiōngyǒng	xiong,yong	1,3	(used in reference to an ocean, river, lake etc.) violently surge up; turbulent
毅力	毅力	6	yi4li4	yìlì	yi,li	4,4	willpower; perseverance; will; stamina; tenacity
敬业	敬業	6	jing4ye4	jìngyè	jing,ye	4,4	work ethic
拔苗助长	拔苗助長	6	ba2miao2zhu4zhang3	bámiáozhùzhǎng	ba,miao,zhu,zhang	2,2,4,3	(literally) help shoots grow by pulling them out; spoil things by excessive enthusiasm
当务之急	當務之急	6	dang1wu4zhi1ji2	dāngwùzhījí	dang,wu,zhi,ji	1,4,1,2	the most pressing matter of the moment; a top priority task; urgent matter
对立	對立	6	dui4li4	duìlì	dui,li	4,4	oppose; to counter
增添	增添	6	zeng1tian1	zēngtiān	zeng,tian	1,1	add to; increase
隔阂	隔閡	6	ge2he2	géhé	ge,he	2,2	estrangement; misunderstanding
譬如	譬如	6	pi4ru2	pìrú	pi,ru	4,2	for example; for instance; such as
腹泻	腹瀉	6	fu4xie4	fùxiè	fu,xie	4,4	diarrhea
指标	指標	6	zhi3biao1	zhǐbiāo	zhi,biao	3,1	target; norm; index; indicator
庸俗	庸俗	6	yong1su2	yōngsú	yong,su	1,2	filthy; vulgar; debased
妥善	妥善	6	tuo3shan4	tuǒshàn	tuo,shan	3,4	appropriate; proper; well-arranged
坚实	堅實	6	jian1shi2	jiānshí	jian,shi	1,2	firm and substantial; solid
启事	啟事	6	qi3shi4	qǐshì	qi,shi	3,4	announcement; public information (usually posted on a billboard)
后勤	后勤	6	hou4qin2	hòuqín	hou,qin	4,2	logistics
面貌	面貌	6	mian4mao4	miànmào	mian,mao	4,4	appearance; looks; features
雌雄	雌雄	6	ci2xiong2	cíxióng	ci,xiong	2,2	male and female; winners and losers
重叠	重疊	6	chong2die2	chóngdié	chong,die	2,2	to overlap
相差	相差	6	xiang1cha4	xiāngchà	xiang,cha	1,4	differ; difference
深奥	深奧	6	shen1ao4	shēnào	shen,ao	1,4	profound; deep
周密	周密	6	zhou1mi4	zhōumì	zhou,mi	1,4	meticulous; careful; thorough
凶恶	凶惡	6	xiong1e4	xiōngè	xiong,e	1,4	fierce; ferocious; menacing
铸造	鑄造	6	zhu4zao4	zhùzào	zhu,zao	4,4	cast (pour metal into a mold)
枯萎	枯萎	6	ku1wei3	kūwěi	ku,wei	1,3	wither; withered
投掷	投擲	6	tou2zhi4	tóuzhì	tou,zhi	2,4	throw something a long distance; hurl
急剧	急劇	6	ji2ju4	jíjù	ji,ju	2,4	rapid; sudden
出息	出息	6	chu1xi5	chūxi	chu,xi	1,5	future prospects; aspiration; promise
优异	優異	6	you1yi4	yōuyì	you,yi	1,4	exceptional; excellent; outstandingly good
专题	專題	6	zhuan1ti2	zhuāntí	zhuan,ti	1,2	special topic; questions; special matter or subject
鼓动	鼓動	6	gu3dong4	gǔdòng	gu,dong	3,4	agitate; instigate
雪上加霜	雪上加霜	6	xue3shang4jia1shuang1	xuěshàngjiāshuāng	xue,shang,jia,shuang	3,4,1,1	(literally) add frost to snow; one disaster after another; insult added to injury
